iter	Logloss
150	0.04161712159
151	0.04147640568
152	0.04118390117
153	0.04093724019
154	0.04077454162
155	0.0405253816
156	0.04041903704
157	0.04014148658
158	0.03995889735
159	0.03981317574
160	0.03964195508
161	0.03939235003
162	0.03928048563
163	0.03920060118
164	0.0391182937
165	0.03905493679
166	0.03880313714
167	0.03875087263
168	0.03865753792
169	0.03856674076
170	0.03843768683
171	0.03832090899
172	0.03822585032
173	0.03799534189
174	0.03790857509
175	0.03764563988
176	0.03737962236
177	0.0372479017
178	0.03706779187
179	0.03698829277
180	0.03679307055
181	0.03671443293
182	0.03654498734
183	0.0362687264
184	0.03613486874
185	0.03603148671
186	0.03581445542
187	0.03576275652
188	0.03566746285
189	0.03550408687
190	0.03533671296
191	0.03522039628
192	0.03512285726
193	0.03494175933
194	0.03485420168
195	0.03474157817
196	0.03463911343
197	0.03447201224
198	0.03427884111
199	0.03420164588
200	0.03405960055
201	0.03391513449
202	0.0337449411
203	0.03361410002
204	0.03345009705
205	0.03336470753
206	0.03330343035
207	0.03321665527
208	0.03306779755
209	0.03283338028
210	0.03270875764
211	0.03265290211
212	0.03249944629
213	0.0323837791
214	0.03233619801
215	0.0322166972
216	0.03209951652
217	0.03202741291
218	0.03184934229
219	0.0317475094
220	0.03161490657
221	0.0314671071
222	0.03132376399
223	0.03120485456
224	0.03092088599
225	0.03085757825
226	0.03078785043
227	0.03063875651
228	0.03054658041
229	0.03048309853
230	0.0303182256
231	0.03013886093
232	0.03003612641
233	0.02995997248
234	0.02990457357
235	0.02978866983
236	0.02973646845
237	0.02954032244
238	0.02939096229
239	0.02933338493
240	0.02929187848
241	0.02914536442
242	0.02902429023
243	0.02898385904
244	0.02880613559
245	0.02867671799
246	0.02860143677
247	0.02844318741
248	0.02835395058
249	0.02824882781
250	0.02821126679
251	0.02806714251
252	0.02799384329
253	0.02794781773
254	0.02785543205
255	0.02765245799
256	0.02761782593
257	0.02756136257
258	0.02748906137
259	0.02732839966
260	0.02728181493
261	0.0272400262
262	0.02706891217
263	0.0269179941
264	0.02681695772
265	0.02676581195
266	0.02664892043
267	0.02661082682
268	0.02658084749
269	0.02655395489
270	0.02645096443
271	0.02634308756
272	0.02628919645
273	0.02626696427
274	0.02620570142
275	0.02613171232
276	0.02607926999
277	0.02600167113
278	0.02595709923
279	0.02575021871
280	0.02565267157
281	0.02560141652
282	0.02549845569
283	0.02547409855
284	0.02531705785
285	0.02524084626
286	0.02520972887
287	0.02506143751
288	0.02503013936
289	0.02487012214
290	0.02484013861
291	0.02475897496
292	0.02471390753
293	0.02461606695
294	0.02457815177
295	0.02453774599
296	0.02449606465
297	0.02440535886
298	0.02432384035
299	0.02429972442
300	0.02426432156
301	0.02414965527
302	0.02411820758
303	0.02406326326
304	0.02396819033
305	0.02392233874
306	0.02385266858
307	0.02381747972
308	0.02367221776
309	0.02359192221
310	0.0235525416
311	0.02348784651
312	0.02342378365
313	0.02338279891
314	0.02334962544
315	0.02329228238
316	0.02324605682
317	0.0231288367
318	0.02308661778
319	0.02297609108
320	0.02294876248
321	0.02291897211
322	0.02286778411
323	0.02282136885
324	0.02272202284
325	0.02262862133
326	0.02260652035
327	0.02258996369
328	0.02251827428
329	0.02247911442
330	0.02239902633
331	0.02234666098
332	0.02217455303
333	0.02209222268
334	0.02202876505
335	0.02198170351
336	0.021919046
337	0.02188944442
338	0.02181147765
339	0.02176600746
340	0.02167978461
341	0.02158236318
342	0.02153859181
343	0.02151173955
344	0.02142204401
345	0.02136168997
346	0.02133607874
347	0.02122908137
348	0.02121155545
349	0.02113707693
350	0.02105850638
351	0.02104307417
352	0.0209731505
353	0.02093751433
354	0.02085300181
355	0.02076844098
356	0.02073494863
357	0.02063551207
358	0.02054645716
359	0.0205055866
360	0.02047161056
361	0.02035291806
362	0.02032539761
363	0.02021986991
364	0.02018541247
365	0.02012201096
366	0.02007673764
367	0.02001776834
368	0.01998867914
369	0.01989566303
370	0.01980668695
371	0.01967071984
372	0.0196465785
373	0.01963379543
374	0.01952783542
375	0.01945792609
376	0.01939236055
377	0.019355295
378	0.01932803337
379	0.0192855689
380	0.0192469097
381	0.01917441278
382	0.01915322713
383	0.01910418947
384	0.01905286758
385	0.01902173851
386	0.01898378318
387	0.0188697734
388	0.01879130595
389	0.01875466651
390	0.01867222317
391	0.01863943395
392	0.01854448866
393	0.01847988372
394	0.01843351037
395	0.01837198553
396	0.01828587636
397	0.0182432422
398	0.0181985009
399	0.01812563497
400	0.01809288244
401	0.01804905748
402	0.0180082559
403	0.01796923063
404	0.01794831175
405	0.01787439528
406	0.01784959816
407	0.01781272663
408	0.01775064352
409	0.01772354031
410	0.01770441252
411	0.01764607251
412	0.01760000557
413	0.01756557855
414	0.01754588385
415	0.01752274476
416	0.01749313935
417	0.0174741003
418	0.01745570709
419	0.01743013061
420	0.01735132886
421	0.01733673437
422	0.01724095026
423	0.01709053881
424	0.01700026269
425	0.01693777854
426	0.01692120378
427	0.01688177557
428	0.01683374444
429	0.01668959898
430	0.01666583378
431	0.01663654954
432	0.01662179285
433	0.01660557036
434	0.01658130726
435	0.01653604303
436	0.01648494516
437	0.01646248185
438	0.01644880229
439	0.01639858773
440	0.01638477413
441	0.01633603567
442	0.01630084085
443	0.01622804107
444	0.01619837317
445	0.01616090654
446	0.01613332037
447	0.01611830214
448	0.01604949365
449	0.01602728511
450	0.01600882312
451	0.01598759393
452	0.01597559069
453	0.01595156667
454	0.01589802962
455	0.01588675546
456	0.01586686343
457	0.015757449
458	0.01565881518
459	0.01562679705
460	0.01560797132
461	0.01558660194
462	0.01555020512
463	0.01552881758
464	0.01550718142
465	0.01549363413
466	0.01547599389
467	0.01543772096
468	0.01539214319
469	0.01533941879
470	0.01531476849
471	0.01529769814
472	0.01523386155
473	0.01521765416
474	0.01517566982
475	0.01513003601
476	0.01510111026
477	0.01509224842
478	0.01505090978
479	0.01501640771
480	0.0149692231
481	0.01494705781
482	0.01489979166
483	0.01485157644
484	0.01482365891
485	0.01480437445
486	0.01473312848
487	0.01471829076
488	0.01469205997
489	0.01465771426
490	0.0145981566
491	0.01457932214
492	0.01455159315
493	0.01453960573
494	0.01452185403
495	0.01449601324
496	0.01441800894
497	0.01437814726
498	0.01434645349
499	0.01433172627
